fdate,number of customers without power,county,state,fips
2024-02-03 08:00:00,90,Placer County,CA,06061
2024-02-03 09:00:00,90,Placer County,CA,06061
2024-02-03 10:00:00,90,Placer County,CA,06061
2024-02-03 11:00:00,107,Placer County,CA,06061
2024-02-03 12:00:00,107,Placer County,CA,06061
2024-02-03 13:00:00,106,Placer County,CA,06061
2024-02-03 14:00:00,107,Placer County,CA,06061
2024-02-03 15:00:00,106,Placer County,CA,06061
2024-02-03 16:00:00,106,Placer County,CA,06061
2024-02-03 17:00:00,106,Placer County,CA,06061
2024-02-03 18:00:00,106,Placer County,CA,06061
2024-02-03 19:00:00,1011,Placer County,CA,06061
2024-02-03 20:00:00,1011,Placer County,CA,06061
2024-02-03 21:00:00,90,Placer County,CA,06061
2024-02-03 22:00:00,91,Placer County,CA,06061
2024-02-03 23:00:00,91,Placer County,CA,06061
2024-02-04 00:00:00,91,Placer County,CA,06061
2024-02-04 01:00:00,150,Placer County,CA,06061
2024-02-04 02:00:00,150,Placer County,CA,06061
2024-02-04 03:00:00,90,Placer County,CA,06061
2024-02-04 04:00:00,90,Placer County,CA,06061
2024-02-04 05:00:00,90,Placer County,CA,06061
2024-02-04 06:00:00,90,Placer County,CA,06061
2024-02-04 07:00:00,90,Placer County,CA,06061
2024-02-04 08:00:00,90,Placer County,CA,06061
2024-02-04 09:00:00,90,Placer County,CA,06061
2024-02-04 10:00:00,90,Placer County,CA,06061
2024-02-04 11:00:00,90,Placer County,CA,06061
2024-02-04 12:00:00,90,Placer County,CA,06061
2024-02-04 13:00:00,111,Placer County,CA,06061
2024-02-04 14:00:00,111,Placer County,CA,06061
2024-02-04 15:00:00,90,Placer County,CA,06061
2024-02-04 16:00:00,206,Placer County,CA,06061
2024-02-04 17:00:00,863,Placer County,CA,06061
2024-02-04 18:00:00,5835,Placer County,CA,06061
2024-02-04 19:00:00,14069,Placer County,CA,06061
2024-02-04 20:00:00,30479,Placer County,CA,06061
2024-02-04 21:00:00,30899,Placer County,CA,06061
2024-02-04 22:00:00,33921,Placer County,CA,06061
2024-02-04 23:00:00,34966,Placer County,CA,06061
2024-02-05 00:00:00,35240,Placer County,CA,06061
2024-02-05 01:00:00,28475,Placer County,CA,06061
2024-02-05 02:00:00,28715,Placer County,CA,06061
2024-02-05 03:00:00,28799,Placer County,CA,06061
2024-02-05 04:00:00,26795,Placer County,CA,06061
2024-02-05 05:00:00,26862,Placer County,CA,06061
2024-02-05 06:00:00,27133,Placer County,CA,06061
2024-02-05 07:00:00,26301,Placer County,CA,06061
2024-02-05 08:00:00,26326,Placer County,CA,06061
2024-02-05 09:00:00,25543,Placer County,CA,06061
2024-02-05 10:00:00,25558,Placer County,CA,06061
2024-02-05 11:00:00,24245,Placer County,CA,06061
2024-02-05 12:00:00,23298,Placer County,CA,06061
2024-02-05 13:00:00,22551,Placer County,CA,06061
2024-02-05 14:00:00,19247,Placer County,CA,06061
2024-02-05 15:00:00,19205,Placer County,CA,06061
2024-02-05 16:00:00,19911,Placer County,CA,06061
2024-02-05 17:00:00,22112,Placer County,CA,06061
2024-02-05 18:00:00,18599,Placer County,CA,06061
2024-02-05 19:00:00,16058,Placer County,CA,06061
2024-02-05 20:00:00,14003,Placer County,CA,06061
2024-02-05 21:00:00,11902,Placer County,CA,06061
2024-02-05 22:00:00,11500,Placer County,CA,06061
2024-02-05 23:00:00,7969,Placer County,CA,06061
2024-02-06 00:00:00,7391,Placer County,CA,06061
2024-02-06 01:00:00,7219,Placer County,CA,06061
2024-02-06 02:00:00,7115,Placer County,CA,06061
2024-02-06 03:00:00,7193,Placer County,CA,06061
2024-02-06 04:00:00,6374,Placer County,CA,06061
2024-02-06 05:00:00,6377,Placer County,CA,06061
2024-02-06 06:00:00,6322,Placer County,CA,06061
2024-02-06 07:00:00,6221,Placer County,CA,06061
2024-02-06 08:00:00,6222,Placer County,CA,06061
2024-02-06 09:00:00,6220,Placer County,CA,06061
2024-02-03 00:00:00,0,Plumas County,CA,06063
2024-02-03 01:00:00,0,Plumas County,CA,06063
2024-02-03 02:00:00,0,Plumas County,CA,06063
2024-02-03 03:00:00,0,Plumas County,CA,06063
2024-02-03 04:00:00,0,Plumas County,CA,06063
2024-02-03 05:00:00,0,Plumas County,CA,06063
2024-02-03 06:00:00,0,Plumas County,CA,06063
2024-02-03 07:00:00,0,Plumas County,CA,06063
2024-02-03 08:00:00,0,Plumas County,CA,06063
2024-02-03 09:00:00,0,Plumas County,CA,06063
2024-02-03 10:00:00,0,Plumas County,CA,06063
2024-02-03 11:00:00,0,Plumas County,CA,06063
2024-02-03 12:00:00,0,Plumas County,CA,06063
2024-02-03 13:00:00,0,Plumas County,CA,06063
2024-02-03 14:00:00,0,Plumas County,CA,06063
2024-02-03 15:00:00,0,Plumas County,CA,06063
2024-02-03 16:00:00,0,Plumas County,CA,06063
2024-02-03 17:00:00,0,Plumas County,CA,06063
2024-02-03 18:00:00,0,Plumas County,CA,06063
2024-02-03 19:00:00,0,Plumas County,CA,06063
2024-02-03 20:00:00,0,Plumas County,CA,06063
2024-02-03 21:00:00,0,Plumas County,CA,06063
2024-02-03 22:00:00,0,Plumas County,CA,06063
2024-02-03 23:00:00,0,Plumas County,CA,06063
2024-02-04 00:00:00,0,Plumas County,CA,06063
2024-02-04 01:00:00,0,Plumas County,CA,06063
2024-02-04 02:00:00,0,Plumas County,CA,06063
2024-02-04 03:00:00,0,Plumas County,CA,06063
2024-02-04 04:00:00,0,Plumas County,CA,06063
2024-02-04 05:00:00,0,Plumas County,CA,06063
2024-02-04 06:00:00,0,Plumas County,CA,06063
2024-02-04 07:00:00,0,Plumas County,CA,06063
2024-02-04 08:00:00,0,Plumas County,CA,06063
2024-02-04 09:00:00,0,Plumas County,CA,06063
2024-02-04 10:00:00,0,Plumas County,CA,06063
2024-02-04 11:00:00,0,Plumas County,CA,06063
2024-02-04 12:00:00,0,Plumas County,CA,06063
2024-02-04 13:00:00,0,Plumas County,CA,06063
2024-02-04 14:00:00,0,Plumas County,CA,06063
2024-02-04 15:00:00,0,Plumas County,CA,06063
2024-02-04 16:00:00,0,Plumas County,CA,06063
2024-02-04 17:00:00,0,Plumas County,CA,06063
2024-02-04 18:00:00,0,Plumas County,CA,06063
2024-02-04 19:00:00,0,Plumas County,CA,06063
2024-02-04 20:00:00,0,Plumas County,CA,06063
2024-02-04 21:00:00,0,Plumas County,CA,06063
2024-02-04 22:00:00,0,Plumas County,CA,06063
2024-02-04 23:00:00,0,Plumas County,CA,06063
2024-02-05 00:00:00,0,Plumas County,CA,06063
2024-02-05 01:00:00,0,Plumas County,CA,06063
2024-02-05 02:00:00,1,Plumas County,CA,06063
2024-02-05 03:00:00,1,Plumas County,CA,06063
2024-02-05 04:00:00,1,Plumas County,CA,06063
2024-02-05 05:00:00,0,Plumas County,CA,06063
2024-02-05 06:00:00,0,Plumas County,CA,06063
2024-02-05 07:00:00,0,Plumas County,CA,06063
2024-02-05 08:00:00,0,Plumas County,CA,06063
2024-02-05 09:00:00,0,Plumas County,CA,06063
2024-02-05 10:00:00,0,Plumas County,CA,06063
2024-02-05 11:00:00,0,Plumas County,CA,06063
2024-02-05 12:00:00,0,Plumas County,CA,06063
2024-02-05 13:00:00,0,Plumas County,CA,06063
2024-02-05 14:00:00,773,Plumas County,CA,06063
2024-02-05 15:00:00,773,Plumas County,CA,06063
2024-02-05 16:00:00,773,Plumas County,CA,06063
2024-02-05 17:00:00,773,Plumas County,CA,06063
2024-02-05 18:00:00,773,Plumas County,CA,06063
2024-02-05 19:00:00,773,Plumas County,CA,06063
2024-02-05 20:00:00,773,Plumas County,CA,06063
2024-02-05 21:00:00,773,Plumas County,CA,06063
2024-02-05 22:00:00,773,Plumas County,CA,06063
2024-02-05 23:00:00,677,Plumas County,CA,06063
2024-02-06 00:00:00,677,Plumas County,CA,06063
2024-02-06 01:00:00,677,Plumas County,CA,06063
2024-02-06 02:00:00,677,Plumas County,CA,06063
2024-02-06 03:00:00,677,Plumas County,CA,06063
2024-02-06 04:00:00,677,Plumas County,CA,06063
2024-02-06 05:00:00,677,Plumas County,CA,06063
2024-02-06 06:00:00,677,Plumas County,CA,06063
2024-02-06 07:00:00,677,Plumas County,CA,06063
2024-02-06 08:00:00,677,Plumas County,CA,06063
2024-02-06 09:00:00,677,Plumas County,CA,06063
2024-02-03 00:00:00,1,Riverside County,CA,06065
2024-02-03 01:00:00,1,Riverside County,CA,06065
2024-02-03 02:00:00,603,Riverside County,CA,06065
2024-02-03 03:00:00,603,Riverside County,CA,06065
2024-02-03 04:00:00,603,Riverside County,CA,06065
2024-02-03 05:00:00,603,Riverside County,CA,06065
2024-02-03 06:00:00,603,Riverside County,CA,06065
2024-02-03 07:00:00,603,Riverside County,CA,06065
2024-02-03 08:00:00,603,Riverside County,CA,06065
2024-02-03 09:00:00,1,Riverside County,CA,06065
2024-02-03 10:00:00,1,Riverside County,CA,06065
2024-02-03 11:00:00,270,Riverside County,CA,06065
2024-02-03 12:00:00,271,Riverside County,CA,06065
2024-02-03 13:00:00,266,Riverside County,CA,06065
2024-02-03 14:00:00,266,Riverside County,CA,06065
2024-02-03 15:00:00,53,Riverside County,CA,06065
2024-02-03 16:00:00,48,Riverside County,CA,06065
2024-02-03 17:00:00,48,Riverside County,CA,06065
2024-02-03 18:00:00,107,Riverside County,CA,06065
2024-02-03 19:00:00,2112,Riverside County,CA,06065
2024-02-03 20:00:00,2112,Riverside County,CA,06065
2024-02-03 21:00:00,1,Riverside County,CA,06065
2024-02-03 22:00:00,1,Riverside County,CA,06065
2024-02-03 23:00:00,24,Riverside County,CA,06065
2024-02-04 00:00:00,58,Riverside County,CA,06065
2024-02-04 01:00:00,35,Riverside County,CA,06065
2024-02-04 02:00:00,35,Riverside County,CA,06065
2024-02-04 03:00:00,35,Riverside County,CA,06065
2024-02-04 04:00:00,35,Riverside County,CA,06065
2024-02-04 05:00:00,35,Riverside County,CA,06065
2024-02-04 06:00:00,35,Riverside County,CA,06065
2024-02-04 07:00:00,35,Riverside County,CA,06065
2024-02-04 08:00:00,35,Riverside County,CA,06065
2024-02-04 09:00:00,1,Riverside County,CA,06065
2024-02-04 10:00:00,1,Riverside County,CA,06065
2024-02-04 11:00:00,1,Riverside County,CA,06065
2024-02-04 12:00:00,148,Riverside County,CA,06065
2024-02-04 13:00:00,2782,Riverside County,CA,06065
2024-02-04 14:00:00,4288,Riverside County,CA,06065
2024-02-04 15:00:00,152,Riverside County,CA,06065
2024-02-04 16:00:00,155,Riverside County,CA,06065
2024-02-04 17:00:00,24,Riverside County,CA,06065
2024-02-04 18:00:00,46,Riverside County,CA,06065
2024-02-04 19:00:00,46,Riverside County,CA,06065
2024-02-04 20:00:00,46,Riverside County,CA,06065
2024-02-04 21:00:00,46,Riverside County,CA,06065
2024-02-04 22:00:00,46,Riverside County,CA,06065
2024-02-04 23:00:00,46,Riverside County,CA,06065
2024-02-05 00:00:00,51,Riverside County,CA,06065
2024-02-05 01:00:00,51,Riverside County,CA,06065
2024-02-05 02:00:00,51,Riverside County,CA,06065
2024-02-05 03:00:00,51,Riverside County,CA,06065
2024-02-05 04:00:00,51,Riverside County,CA,06065
2024-02-05 05:00:00,51,Riverside County,CA,06065
2024-02-05 06:00:00,51,Riverside County,CA,06065
2024-02-05 07:00:00,51,Riverside County,CA,06065
2024-02-05 08:00:00,51,Riverside County,CA,06065
2024-02-05 09:00:00,51,Riverside County,CA,06065
2024-02-05 10:00:00,51,Riverside County,CA,06065
2024-02-05 11:00:00,89,Riverside County,CA,06065
2024-02-05 12:00:00,464,Riverside County,CA,06065
2024-02-05 13:00:00,47,Riverside County,CA,06065
2024-02-05 14:00:00,1,Riverside County,CA,06065
2024-02-05 15:00:00,458,Riverside County,CA,06065
2024-02-05 16:00:00,441,Riverside County,CA,06065
2024-02-05 17:00:00,2,Riverside County,CA,06065
2024-02-05 18:00:00,5,Riverside County,CA,06065
2024-02-05 19:00:00,1788,Riverside County,CA,06065
2024-02-05 20:00:00,331,Riverside County,CA,06065
2024-02-05 21:00:00,2,Riverside County,CA,06065
2024-02-05 22:00:00,18,Riverside County,CA,06065
2024-02-05 23:00:00,763,Riverside County,CA,06065
2024-02-06 00:00:00,763,Riverside County,CA,06065
2024-02-06 01:00:00,763,Riverside County,CA,06065
2024-02-06 02:00:00,825,Riverside County,CA,06065
2024-02-06 03:00:00,889,Riverside County,CA,06065
2024-02-06 04:00:00,953,Riverside County,CA,06065
2024-02-06 05:00:00,208,Riverside County,CA,06065
2024-02-06 06:00:00,156,Riverside County,CA,06065
2024-02-06 07:00:00,157,Riverside County,CA,06065
2024-02-06 08:00:00,156,Riverside County,CA,06065
2024-02-06 09:00:00,156,Riverside County,CA,06065
2024-02-03 00:00:00,13,Sacramento County,CA,06067
2024-02-03 01:00:00,12,Sacramento County,CA,06067
2024-02-03 02:00:00,1,Sacramento County,CA,06067
2024-02-03 03:00:00,1,Sacramento County,CA,06067
2024-02-03 04:00:00,1,Sacramento County,CA,06067
2024-02-03 05:00:00,2,Sacramento County,CA,06067
2024-02-03 06:00:00,2,Sacramento County,CA,06067
2024-02-03 07:00:00,4,Sacramento County,CA,06067
2024-02-03 08:00:00,5,Sacramento County,CA,06067
2024-02-03 09:00:00,5,Sacramento County,CA,06067
2024-02-03 10:00:00,7,Sacramento County,CA,06067
2024-02-03 11:00:00,61,Sacramento County,CA,06067
2024-02-03 12:00:00,117,Sacramento County,CA,06067
2024-02-03 13:00:00,48,Sacramento County,CA,06067
2024-02-03 14:00:00,47,Sacramento County,CA,06067
2024-02-03 15:00:00,47,Sacramento County,CA,06067
2024-02-03 16:00:00,47,Sacramento County,CA,06067
2024-02-03 17:00:00,4,Sacramento County,CA,06067
2024-02-03 18:00:00,6,Sacramento County,CA,06067
2024-02-03 19:00:00,2,Sacramento County,CA,06067
2024-02-03 20:00:00,2,Sacramento County,CA,06067
2024-02-03 21:00:00,2,Sacramento County,CA,06067
2024-02-03 22:00:00,3,Sacramento County,CA,06067
2024-02-03 23:00:00,2,Sacramento County,CA,06067
2024-02-04 00:00:00,1,Sacramento County,CA,06067
2024-02-04 01:00:00,1,Sacramento County,CA,06067
2024-02-04 02:00:00,1,Sacramento County,CA,06067
2024-02-04 03:00:00,1,Sacramento County,CA,06067
2024-02-04 04:00:00,1,Sacramento County,CA,06067
2024-02-04 05:00:00,1,Sacramento County,CA,06067
2024-02-04 06:00:00,1,Sacramento County,CA,06067
2024-02-04 07:00:00,7,Sacramento County,CA,06067
2024-02-04 08:00:00,1,Sacramento County,CA,06067
2024-02-04 09:00:00,1,Sacramento County,CA,06067
2024-02-04 10:00:00,1,Sacramento County,CA,06067
2024-02-04 11:00:00,2,Sacramento County,CA,06067
2024-02-04 12:00:00,7,Sacramento County,CA,06067
2024-02-04 13:00:00,195,Sacramento County,CA,06067
2024-02-04 14:00:00,15282,Sacramento County,CA,06067
2024-02-04 15:00:00,600,Sacramento County,CA,06067
2024-02-04 16:00:00,23187,Sacramento County,CA,06067
2024-02-04 17:00:00,58704,Sacramento County,CA,06067
2024-02-04 18:00:00,112541,Sacramento County,CA,06067
2024-02-04 19:00:00,182318,Sacramento County,CA,06067
2024-02-04 20:00:00,149709,Sacramento County,CA,06067
2024-02-04 21:00:00,169927,Sacramento County,CA,06067
2024-02-04 22:00:00,160565,Sacramento County,CA,06067
2024-02-04 23:00:00,127880,Sacramento County,CA,06067
2024-02-05 00:00:00,109309,Sacramento County,CA,06067
2024-02-05 01:00:00,85785,Sacramento County,CA,06067
2024-02-05 02:00:00,78218,Sacramento County,CA,06067
2024-02-05 03:00:00,73777,Sacramento County,CA,06067
2024-02-05 04:00:00,70724,Sacramento County,CA,06067
2024-02-05 05:00:00,60381,Sacramento County,CA,06067
2024-02-05 06:00:00,53814,Sacramento County,CA,06067
2024-02-05 07:00:00,49211,Sacramento County,CA,06067
2024-02-05 08:00:00,46501,Sacramento County,CA,06067
2024-02-05 09:00:00,42796,Sacramento County,CA,06067
2024-02-05 10:00:00,41234,Sacramento County,CA,06067
2024-02-05 11:00:00,38978,Sacramento County,CA,06067
2024-02-05 12:00:00,34531,Sacramento County,CA,06067
2024-02-05 13:00:00,30707,Sacramento County,CA,06067
2024-02-05 14:00:00,28623,Sacramento County,CA,06067
2024-02-05 15:00:00,27934,Sacramento County,CA,06067
2024-02-05 16:00:00,26041,Sacramento County,CA,06067
2024-02-05 17:00:00,24179,Sacramento County,CA,06067
2024-02-05 18:00:00,21837,Sacramento County,CA,06067
2024-02-05 19:00:00,19904,Sacramento County,CA,06067
2024-02-05 20:00:00,20891,Sacramento County,CA,06067
2024-02-05 21:00:00,19377,Sacramento County,CA,06067
2024-02-05 22:00:00,18017,Sacramento County,CA,06067
2024-02-05 23:00:00,16092,Sacramento County,CA,06067
2024-02-06 00:00:00,14782,Sacramento County,CA,06067
2024-02-06 01:00:00,13529,Sacramento County,CA,06067
2024-02-06 02:00:00,12276,Sacramento County,CA,06067
2024-02-06 03:00:00,11552,Sacramento County,CA,06067
2024-02-06 04:00:00,8389,Sacramento County,CA,06067
2024-02-06 05:00:00,7772,Sacramento County,CA,06067
2024-02-06 06:00:00,7337,Sacramento County,CA,06067
2024-02-06 07:00:00,6707,Sacramento County,CA,06067
2024-02-06 08:00:00,6567,Sacramento County,CA,06067
2024-02-06 09:00:00,6541,Sacramento County,CA,06067
2024-02-03 00:00:00,0,San Benito County,CA,06069
2024-02-03 01:00:00,0,San Benito County,CA,06069
2024-02-03 02:00:00,0,San Benito County,CA,06069
2024-02-03 03:00:00,0,San Benito County,CA,06069
2024-02-03 04:00:00,0,San Benito County,CA,06069
2024-02-03 05:00:00,0,San Benito County,CA,06069
2024-02-03 06:00:00,0,San Benito County,CA,06069
2024-02-03 07:00:00,0,San Benito County,CA,06069
2024-02-03 08:00:00,0,San Benito County,CA,06069
2024-02-03 09:00:00,0,San Benito County,CA,06069
2024-02-03 10:00:00,0,San Benito County,CA,06069
2024-02-03 11:00:00,0,San Benito County,CA,06069
2024-02-03 12:00:00,0,San Benito County,CA,06069
2024-02-03 13:00:00,0,San Benito County,CA,06069
2024-02-03 14:00:00,0,San Benito County,CA,06069
2024-02-03 15:00:00,0,San Benito County,CA,06069
2024-02-03 16:00:00,0,San Benito County,CA,06069
2024-02-03 17:00:00,0,San Benito County,CA,06069
2024-02-03 18:00:00,0,San Benito County,CA,06069
2024-02-03 19:00:00,0,San Benito County,CA,06069
2024-02-03 20:00:00,0,San Benito County,CA,06069
2024-02-03 21:00:00,0,San Benito County,CA,06069
2024-02-03 22:00:00,0,San Benito County,CA,06069
2024-02-03 23:00:00,0,San Benito County,CA,06069
2024-02-04 00:00:00,0,San Benito County,CA,06069
2024-02-04 01:00:00,0,San Benito County,CA,06069
2024-02-04 02:00:00,0,San Benito County,CA,06069
2024-02-04 03:00:00,0,San Benito County,CA,06069
2024-02-04 04:00:00,0,San Benito County,CA,06069
2024-02-04 05:00:00,0,San Benito County,CA,06069
2024-02-04 06:00:00,0,San Benito County,CA,06069
2024-02-04 07:00:00,0,San Benito County,CA,06069
2024-02-04 08:00:00,1009,San Benito County,CA,06069
2024-02-04 09:00:00,107,San Benito County,CA,06069
2024-02-04 10:00:00,47,San Benito County,CA,06069
2024-02-04 11:00:00,235,San Benito County,CA,06069
2024-02-04 12:00:00,239,San Benito County,CA,06069
2024-02-04 13:00:00,11,San Benito County,CA,06069
2024-02-04 14:00:00,11,San Benito County,CA,06069
2024-02-04 15:00:00,19,San Benito County,CA,06069
2024-02-04 16:00:00,19,San Benito County,CA,06069
2024-02-04 17:00:00,20,San Benito County,CA,06069
2024-02-04 18:00:00,86,San Benito County,CA,06069
2024-02-04 19:00:00,19,San Benito County,CA,06069
2024-02-04 20:00:00,19,San Benito County,CA,06069
2024-02-04 21:00:00,19,San Benito County,CA,06069
2024-02-04 22:00:00,19,San Benito County,CA,06069
2024-02-04 23:00:00,19,San Benito County,CA,06069
2024-02-05 00:00:00,19,San Benito County,CA,06069
2024-02-05 01:00:00,19,San Benito County,CA,06069
2024-02-05 02:00:00,19,San Benito County,CA,06069
2024-02-05 03:00:00,19,San Benito County,CA,06069
2024-02-05 04:00:00,19,San Benito County,CA,06069
2024-02-05 05:00:00,19,San Benito County,CA,06069
2024-02-05 06:00:00,19,San Benito County,CA,06069
2024-02-05 07:00:00,19,San Benito County,CA,06069
2024-02-05 08:00:00,19,San Benito County,CA,06069
2024-02-05 09:00:00,19,San Benito County,CA,06069
2024-02-05 10:00:00,19,San Benito County,CA,06069
2024-02-05 11:00:00,19,San Benito County,CA,06069
2024-02-05 12:00:00,11,San Benito County,CA,06069
2024-02-05 13:00:00,11,San Benito County,CA,06069
2024-02-05 14:00:00,11,San Benito County,CA,06069
2024-02-05 15:00:00,11,San Benito County,CA,06069
2024-02-05 16:00:00,11,San Benito County,CA,06069
2024-02-05 17:00:00,11,San Benito County,CA,06069
2024-02-05 18:00:00,11,San Benito County,CA,06069
2024-02-05 19:00:00,11,San Benito County,CA,06069
2024-02-05 20:00:00,11,San Benito County,CA,06069
2024-02-05 21:00:00,31,San Benito County,CA,06069
2024-02-05 22:00:00,31,San Benito County,CA,06069
2024-02-05 23:00:00,32,San Benito County,CA,06069
2024-02-06 00:00:00,32,San Benito County,CA,06069
2024-02-06 01:00:00,32,San Benito County,CA,06069
2024-02-06 02:00:00,32,San Benito County,CA,06069
2024-02-06 03:00:00,32,San Benito County,CA,06069
2024-02-06 04:00:00,32,San Benito County,CA,06069
2024-02-06 05:00:00,32,San Benito County,CA,06069
2024-02-06 06:00:00,32,San Benito County,CA,06069
2024-02-06 07:00:00,32,San Benito County,CA,06069
2024-02-06 08:00:00,32,San Benito County,CA,06069
2024-02-06 09:00:00,32,San Benito County,CA,06069
2024-02-03 00:00:00,12,San Bernardino County,CA,06071
2024-02-03 01:00:00,640,San Bernardino County,CA,06071
2024-02-03 02:00:00,718,San Bernardino County,CA,06071
2024-02-03 03:00:00,718,San Bernardino County,CA,06071
2024-02-03 04:00:00,415,San Bernardino County,CA,06071
2024-02-03 05:00:00,415,San Bernardino County,CA,06071
2024-02-03 06:00:00,168,San Bernardino County,CA,06071
2024-02-03 07:00:00,12,San Bernardino County,CA,06071
2024-02-03 08:00:00,12,San Bernardino County,CA,06071
2024-02-03 09:00:00,12,San Bernardino County,CA,06071
2024-02-03 10:00:00,12,San Bernardino County,CA,06071
2024-02-03 11:00:00,12,San Bernardino County,CA,06071
2024-02-03 12:00:00,12,San Bernardino County,CA,06071
2024-02-03 13:00:00,12,San Bernardino County,CA,06071
2024-02-03 14:00:00,12,San Bernardino County,CA,06071
2024-02-03 15:00:00,12,San Bernardino County,CA,06071
2024-02-03 16:00:00,12,San Bernardino County,CA,06071
2024-02-03 17:00:00,12,San Bernardino County,CA,06071
2024-02-03 18:00:00,12,San Bernardino County,CA,06071
2024-02-03 19:00:00,12,San Bernardino County,CA,06071
2024-02-03 20:00:00,12,San Bernardino County,CA,06071
2024-02-03 21:00:00,85,San Bernardino County,CA,06071
2024-02-03 22:00:00,131,San Bernardino County,CA,06071
2024-02-03 23:00:00,131,San Bernardino County,CA,06071
2024-02-04 00:00:00,131,San Bernardino County,CA,06071
2024-02-04 01:00:00,302,San Bernardino County,CA,06071
2024-02-04 02:00:00,305,San Bernardino County,CA,06071
2024-02-04 03:00:00,183,San Bernardino County,CA,06071
2024-02-04 04:00:00,201,San Bernardino County,CA,06071
2024-02-04 05:00:00,201,San Bernardino County,CA,06071
2024-02-04 06:00:00,199,San Bernardino County,CA,06071
2024-02-04 07:00:00,199,San Bernardino County,CA,06071
2024-02-04 08:00:00,199,San Bernardino County,CA,06071
2024-02-04 09:00:00,183,San Bernardino County,CA,06071
2024-02-04 10:00:00,183,San Bernardino County,CA,06071
2024-02-04 11:00:00,226,San Bernardino County,CA,06071
2024-02-04 12:00:00,195,San Bernardino County,CA,06071
2024-02-04 13:00:00,617,San Bernardino County,CA,06071
2024-02-04 14:00:00,617,San Bernardino County,CA,06071
2024-02-04 15:00:00,617,San Bernardino County,CA,06071
2024-02-04 16:00:00,617,San Bernardino County,CA,06071
2024-02-04 17:00:00,79,San Bernardino County,CA,06071
2024-02-04 18:00:00,79,San Bernardino County,CA,06071
2024-02-04 19:00:00,79,San Bernardino County,CA,06071
2024-02-04 20:00:00,54,San Bernardino County,CA,06071
2024-02-04 21:00:00,54,San Bernardino County,CA,06071
2024-02-04 22:00:00,59,San Bernardino County,CA,06071
2024-02-04 23:00:00,59,San Bernardino County,CA,06071
2024-02-05 00:00:00,690,San Bernardino County,CA,06071
2024-02-05 01:00:00,802,San Bernardino County,CA,06071
2024-02-05 02:00:00,802,San Bernardino County,CA,06071
2024-02-05 03:00:00,802,San Bernardino County,CA,06071
2024-02-05 04:00:00,719,San Bernardino County,CA,06071
2024-02-05 05:00:00,718,San Bernardino County,CA,06071
2024-02-05 06:00:00,690,San Bernardino County,CA,06071
2024-02-05 07:00:00,3760,San Bernardino County,CA,06071
2024-02-05 08:00:00,1630,San Bernardino County,CA,06071
2024-02-05 09:00:00,1720,San Bernardino County,CA,06071
2024-02-05 10:00:00,2091,San Bernardino County,CA,06071
2024-02-05 11:00:00,1836,San Bernardino County,CA,06071
2024-02-05 12:00:00,303,San Bernardino County,CA,06071
2024-02-05 13:00:00,303,San Bernardino County,CA,06071
2024-02-05 14:00:00,177,San Bernardino County,CA,06071
2024-02-05 15:00:00,221,San Bernardino County,CA,06071
2024-02-05 16:00:00,204,San Bernardino County,CA,06071
2024-02-05 17:00:00,201,San Bernardino County,CA,06071
2024-02-05 18:00:00,157,San Bernardino County,CA,06071
2024-02-05 19:00:00,53,San Bernardino County,CA,06071
2024-02-05 20:00:00,81,San Bernardino County,CA,06071
2024-02-05 21:00:00,26,San Bernardino County,CA,06071
2024-02-05 22:00:00,26,San Bernardino County,CA,06071
2024-02-05 23:00:00,790,San Bernardino County,CA,06071
2024-02-06 00:00:00,335,San Bernardino County,CA,06071
2024-02-06 01:00:00,308,San Bernardino County,CA,06071
2024-02-06 02:00:00,249,San Bernardino County,CA,06071
2024-02-06 03:00:00,274,San Bernardino County,CA,06071
2024-02-06 04:00:00,285,San Bernardino County,CA,06071
2024-02-06 05:00:00,148,San Bernardino County,CA,06071
2024-02-06 06:00:00,595,San Bernardino County,CA,06071
2024-02-06 07:00:00,24,San Bernardino County,CA,06071
2024-02-06 08:00:00,24,San Bernardino County,CA,06071
2024-02-06 09:00:00,13,San Bernardino County,CA,06071
2024-02-03 00:00:00,146,San Diego County,CA,06073
2024-02-03 01:00:00,157,San Diego County,CA,06073
2024-02-03 02:00:00,146,San Diego County,CA,06073
2024-02-03 03:00:00,146,San Diego County,CA,06073
2024-02-03 04:00:00,146,San Diego County,CA,06073
2024-02-03 05:00:00,146,San Diego County,CA,06073
2024-02-03 06:00:00,1,San Diego County,CA,06073
2024-02-03 07:00:00,0,San Diego County,CA,06073
2024-02-03 08:00:00,0,San Diego County,CA,06073
2024-02-03 09:00:00,0,San Diego County,CA,06073
2024-02-03 10:00:00,0,San Diego County,CA,06073
2024-02-03 11:00:00,5,San Diego County,CA,06073
2024-02-03 12:00:00,8,San Diego County,CA,06073
2024-02-03 13:00:00,8,San Diego County,CA,06073
2024-02-03 14:00:00,3,San Diego County,CA,06073
2024-02-03 15:00:00,3,San Diego County,CA,06073
2024-02-03 16:00:00,3,San Diego County,CA,06073
2024-02-03 17:00:00,3,San Diego County,CA,06073
2024-02-03 18:00:00,3,San Diego County,CA,06073
2024-02-03 19:00:00,0,San Diego County,CA,06073
2024-02-03 20:00:00,0,San Diego County,CA,06073
2024-02-03 21:00:00,37,San Diego County,CA,06073
2024-02-03 22:00:00,37,San Diego County,CA,06073
